tree,group,L*,a*,b*,C*,h,S,Total_Chl,Chl_a,Chl_b
T1,Bokashi,45.53958333333333,-13.230833333333335,22.45,26.08458333333333,120.72500000000001,38.38583333333333,8.801313333333335,0.9186933333333335,7.653186666666667
T2,Bokashi,42.58958333333333,-12.878333333333332,18.75875,22.769166666666667,124.68333333333334,34.602916666666665,12.350039583333334,1.620475416666667,10.405990416666667
T3,Bokashi,42.40541666666667,-12.79875,18.492083333333333,22.510416666666668,124.95416666666667,34.26125,10.638487916666667,1.3714716666666666,8.988405833333333
T4,Untreated,41.354166666666664,-12.021666666666667,17.422083333333333,21.191666666666666,124.80833333333334,33.044583333333335,11.803622916666669,1.354442916666667,10.140879583333332
T5,Untreated,46.7775,-13.50625,24.159583333333334,27.756249999999998,119.79541666666667,39.990833333333335,8.374092500000001,0.9338616666666669,7.22164
T6,Untreated,44.782916666666665,-13.212916666666667,22.150833333333335,25.82875,121.1375,38.42333333333333,9.213835833333334,1.1713312500000002,7.801285416666666
T7,Healthy ref,38.302083333333336,-10.918333333333335,12.815416666666666,16.840416666666666,130.48791666666668,26.961250000000003,13.661956666666669,1.724675416666667,11.579669583333333
