Tree,Treatment,N,Mean_Chl_a,SD_Chl_a,Mean_Chl_b,SD_Chl_b,Mean_Total,SD_Total
T1,Bokashi Treated,24,0.9348729166666668,0.21019357646411402,7.688418749999999,1.4523435166543537,8.854155,1.5870111050158024
T2,Bokashi Treated,24,1.620475416666667,0.31478123122297746,10.405990416666667,1.8592243189858815,12.350039583333334,2.0421576756065996
T3,Bokashi Treated,24,1.369000416666667,0.29744295168740265,8.975194583333332,1.7443263001937575,10.622381666666667,2.0659366383348963
T4,Untreated (Unhealthy),24,1.354442916666667,0.3338502540449923,10.140879583333332,2.326474549874307,11.803622916666669,2.633808249792253
T5,Untreated (Unhealthy),24,0.9338616666666669,0.25130321425074065,7.22164,1.930146768918161,8.374092500000001,2.1556228934281942
T6,Untreated (Unhealthy),24,1.1713312500000002,0.3470469142614145,7.801285416666666,1.8038670715799021,9.213835833333334,2.1705322990514015
T7,Healthy Reference,24,1.724675416666667,0.22775499532495666,11.579669583333333,1.8601395924324067,13.661956666666669,2.115679742992815
