tree,group,K,Mg,Zn,Al,Mn,Cu,Fe,Ca
T1,Bokashi,41.12340503811763,9.100483833906939,57.58619815825722,-0.8461412997013535,0.022753801471496388,0.4046613263014772,-0.812714646471889,252.14553451368502
T2,Bokashi,56.43825832045864,8.011790336246632,59.4152063976819,-0.877268671573558,-0.1737859170977305,0.3715449651586201,-0.8367028152408149,194.17259124251973
T3,Bokashi,40.837475470263065,5.694765952812886,10.325984096687586,0.0683522110645479,0.41646302814273234,-0.2606848928422977,-0.7160325814514861,-7.694831579006227
T4,Untreated,41.201924168549596,6.1226900355628295,0.08093559151055113,0.42871003474185687,0.5417594281926861,-0.42661634907916135,-0.19427371693001116,207.09470884617608
T5,Untreated,31.66500138211976,4.857509979229604,-0.04363716683818314,0.367042883650763,0.5417433210705358,-0.3994343416885365,-0.19688790990359264,218.79258721065037
T6,Untreated,26.65022835965448,4.608855548025081,-0.06099647941374647,0.36200723262322576,0.4443780937067079,-0.30632089936324935,-0.19841913149229173,177.59585797763788
T7,Healthy ref,44.66919352059184,5.020268971781201,9.57103288907356,0.05860476113958121,0.03203193076757925,-0.035184744450336425,-0.6839540861068861,76.58503768223028
