"Worksheet exported from: C:\Users\Admin01\Documents\Agilent\MP Expert\My Results\SWECC04.mpws"
""
"Label","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration %RSD","Intensity SD","Intensity %RSD","Weight","Volume","Dilution","Internal Standard","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"T6.2","Sample","22/05/2026 12:45:35","Ca 396,847","Ca","x","Uncal","Uncal","ppm","3092061,11","-","-","14201,53","0,46","1","1","1","-","3","Uncal","Uncal","Uncal","3082227,49","3108342,71","3085613,14","Uncalx","Uncalx","Uncalx"
"T6.2","Sample","22/05/2026 12:45:35","Fe 371,993","Fe","","Uncal","Uncal","ppm","1366,74","-","-","21,55","1,58","1","1","1","-","3","Uncal","Uncal","Uncal","1343,05","1371,98","1385,18","Uncal","Uncal","Uncal"
"T6.2","Sample","22/05/2026 12:45:35","Cu 218,172","Cu","","Uncal","Uncal","ppm","-116,78","-","-","20,68","17,71","1","1","1","-","3","Uncal","Uncal","Uncal","-92,93","-129,80","-127,61","Uncal","Uncal","Uncal"
"T6.2","Sample","22/05/2026 12:45:35","Cu 316,968","Cu","","Uncal","Uncal","ppm","937,65","-","-","144,41","15,40","1","1","1","-","3","Uncal","Uncal","Uncal","801,19","922,88","1088,88","Uncal","Uncal","Uncal"
"T6.2","Sample","22/05/2026 12:45:35","K 766,491","K","","Uncal","Uncal","ppm","413757,34","-","-","7001,42","1,69","1","1","1","-","3","Uncal","Uncal","Uncal","421104,48","413005,15","407162,38","Uncal","Uncal","Uncal"
"T6.2","Sample","22/05/2026 12:45:35","K 769,897","K","","Uncal","Uncal","ppm","216826,38","-","-","3734,86","1,72","1","1","1","-","3","Uncal","Uncal","Uncal","217475,52","220194,11","212809,50","Uncal","Uncal","Uncal"
"T6.2","Sample","22/05/2026 12:45:35","Mn 257,610","Mn","","Uncal","Uncal","ppm","8353,15","-","-","12,04","0,14","1","1","1","-","3","Uncal","Uncal","Uncal","8367,04","8345,80","8346,59","Uncal","Uncal","Uncal"
"T6.2","Sample","22/05/2026 12:45:35","Mg 280,271","Mg","","Uncal","Uncal","ppm","235007,72","-","-","1159,94","0,49","1","1","1","-","3","Uncal","Uncal","Uncal","234820,74","236249,79","233952,62","Uncal","Uncal","Uncal"
"T6.2","Sample","22/05/2026 12:45:35","Mg 285,213","Mg","","Uncal","Uncal","ppm","809370,06","-","-","7564,18","0,93","1","1","1","-","3","Uncal","Uncal","Uncal","815881,51","811155,92","801072,75","Uncal","Uncal","Uncal"
"T6.2","Sample","22/05/2026 12:45:35","Mn 403,076","Mn","","0,42","0,42","ppm","13769,78","0,01","1,19","164,52","1,19","1","1","1","-","3","0,42","0,42","0,42","13686,05","13959,32","13663,97","","",""
"T6.2","Sample","22/05/2026 12:45:35","Al 308,215","Al","","Uncal","Uncal","ppm","60,84","-","-","55,65","91,48","1","1","1","-","3","Uncal","Uncal","Uncal","51,92","10,18","120,41","Uncal","Uncal","Uncal"
"T6.2","Sample","22/05/2026 12:45:35","Al 396,152","Al","","Uncal","Uncal","ppm","398,40","-","-","61,71","15,49","1","1","1","-","3","Uncal","Uncal","Uncal","404,41","333,92","456,89","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Zn 472,215","Zn","","Uncal","Uncal","ppm","1331,00","-","-","19,79","1,49","1","1","1","-","3","Uncal","Uncal","Uncal","1330,26","1311,60","1351,15","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Zn 481,053","Zn","","Uncal","Uncal","ppm","-268,02","-","-","9,35","3,49","1","1","1","-","3","Uncal","Uncal","Uncal","-276,42","-257,95","-269,68","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Fe 358,119","Fe","","Uncal","Uncal","ppm","-44350,69","-","-","782,40","1,76","1","1","1","-","3","Uncal","Uncal","Uncal","-44735,80","-44865,89","-43450,38","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Ca 393,366","Ca","x","####","####","ppm","####","-","-","-","N/A","1","1","1","-","3","####","####","####","####","####","####","####Uncalx","####Uncalx","####Uncalx"
"T7.1","Sample","22/05/2026 12:52:24","Ca 396,847","Ca","x","Uncal","Uncal","ppm","2995799,63","-","-","47417,82","1,58","1","1","1","-","3","Uncal","Uncal","Uncal","2962466,91","3050084,43","2974847,55","Uncalx","Uncalx","Uncalx"
"T7.1","Sample","22/05/2026 12:52:24","Fe 371,993","Fe","","Uncal","Uncal","ppm","-12989,12","-","-","100,48","0,77","1","1","1","-","3","Uncal","Uncal","Uncal","-13053,42","-12873,33","-13040,62","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Cu 218,172","Cu","","Uncal","Uncal","ppm","80,47","-","-","38,64","48,02","1","1","1","-","3","Uncal","Uncal","Uncal","45,64","122,04","73,72","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Cu 316,968","Cu","","Uncal","Uncal","ppm","878,37","-","-","125,58","14,30","1","1","1","-","3","Uncal","Uncal","Uncal","739,56","984,10","911,45","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","K 766,491","K","","Uncal","Uncal","ppm","660358,68","-","-","26931,21","4,08","1","1","1","-","3","Uncal","Uncal","Uncal","674339,06","629312,27","677424,71","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","K 769,897","K","","Uncal","Uncal","ppm","395261,08","-","-","12376,09","3,13","1","1","1","-","3","Uncal","Uncal","Uncal","382072,60","397089,22","406621,41","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Mn 257,610","Mn","","Uncal","Uncal","ppm","3358,74","-","-","30,49","0,91","1","1","1","-","3","Uncal","Uncal","Uncal","3326,77","3387,50","3361,94","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Mg 280,271","Mg","","Uncal","Uncal","ppm","258720,33","-","-","887,90","0,34","1","1","1","-","3","Uncal","Uncal","Uncal","257914,76","258573,87","259672,36","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Mg 285,213","Mg","","Uncal","Uncal","ppm","875616,54","-","-","10201,73","1,17","1","1","1","-","3","Uncal","Uncal","Uncal","864185,85","878866,16","883797,61","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Mn 403,076","Mn","u","0,00","0,00","ppm","58,48","0,01","311,93","183,28","> 100,00","1","1","1","-","3","0,00","0,00","0,01","-151,47","140,46","186,47","u","",""
"T7.1","Sample","22/05/2026 12:52:24","Al 308,215","Al","","Uncal","Uncal","ppm","-1353,19","-","-","146,24","10,81","1","1","1","-","3","Uncal","Uncal","Uncal","-1189,54","-1398,95","-1471,07","Uncal","Uncal","Uncal"
"T7.1","Sample","22/05/2026 12:52:24","Al 396,152","Al","m","Uncal","Uncal","ppm","-2397,67","-","-","918,73","38,32","1","1","1","-","3","Uncal","Uncal","Uncal","-3011,08","-1341,40","-2840,54","Uncal","Uncalm","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Zn 472,215","Zn","","Uncal","Uncal","ppm","1254,07","-","-","17,98","1,43","1","1","1","-","3","Uncal","Uncal","Uncal","1240,64","1274,49","1247,07","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Zn 481,053","Zn","","Uncal","Uncal","ppm","-248,73","-","-","6,50","2,61","1","1","1","-","3","Uncal","Uncal","Uncal","-256,11","-243,86","-246,21","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Fe 358,119","Fe","","Uncal","Uncal","ppm","-41393,27","-","-","1285,74","3,11","1","1","1","-","3","Uncal","Uncal","Uncal","-42640,74","-41466,68","-40072,41","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Ca 393,366","Ca","x","Uncal","Uncal","ppm","6216793,75","-","-","117412,93","1,89","1","1","1","-","3","Uncal","Uncal","Uncal","6081411,24","6290768,10","6278201,90","Uncalx","Uncalx","Uncalx"
"T7.2","Sample","22/05/2026 12:59:07","Ca 396,847","Ca","x","Uncal","Uncal","ppm","2761288,52","-","-","11367,65","0,41","1","1","1","-","3","Uncal","Uncal","Uncal","2766407,45","2769196,66","2748261,44","Uncalx","Uncalx","Uncalx"
"T7.2","Sample","22/05/2026 12:59:07","Fe 371,993","Fe","","Uncal","Uncal","ppm","-12296,30","-","-","244,36","1,99","1","1","1","-","3","Uncal","Uncal","Uncal","-12518,00","-12336,60","-12034,29","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Cu 218,172","Cu","","Uncal","Uncal","ppm","60,11","-","-","9,31","15,48","1","1","1","-","3","Uncal","Uncal","Uncal","61,39","50,23","68,71","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Cu 316,968","Cu","","Uncal","Uncal","ppm","830,67","-","-","127,35","15,33","1","1","1","-","3","Uncal","Uncal","Uncal","706,33","824,86","960,82","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","K 766,491","K","","Uncal","Uncal","ppm","588037,76","-","-","5154,20","0,88","1","1","1","-","3","Uncal","Uncal","Uncal","582141,55","590284,60","591687,13","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","K 769,897","K","","Uncal","Uncal","ppm","343929,94","-","-","2643,02","0,77","1","1","1","-","3","Uncal","Uncal","Uncal","342598,89","346973,87","342217,06","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Mn 257,610","Mn","","Uncal","Uncal","ppm","3267,77","-","-","31,05","0,95","1","1","1","-","3","Uncal","Uncal","Uncal","3241,00","3260,49","3301,82","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Mg 280,271","Mg","","Uncal","Uncal","ppm","248984,29","-","-","1812,91","0,73","1","1","1","-","3","Uncal","Uncal","Uncal","247570,87","248353,72","251028,29","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Mg 285,213","Mg","","Uncal","Uncal","ppm","814668,80","-","-","6553,04","0,80","1","1","1","-","3","Uncal","Uncal","Uncal","814019,19","808464,76","821522,45","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Mn 403,076","Mn","u","0,00","0,00","ppm","63,02","0,01","266,54","168,68","> 100,00","1","1","1","-","3","0,01","0,00","0,00","173,00","147,24","-131,19","","","u"
"T7.2","Sample","22/05/2026 12:59:07","Al 308,215","Al","","Uncal","Uncal","ppm","-1242,01","-","-","50,88","4,10","1","1","1","-","3","Uncal","Uncal","Uncal","-1195,66","-1296,46","-1233,92","Uncal","Uncal","Uncal"
"T7.2","Sample","22/05/2026 12:59:07","Al 396,152","Al","m","Uncal","Uncal","ppm","-1729,99","-","-","862,49","49,86","1","1","1","-","3","Uncal","Uncal","Uncal","-1211,89","-1252,45","-2725,63","Uncalm","Uncalm","Uncal"
